job_id,posted_at,title,company_name,city,state_code,remote_status,annual_salary_min,annual_salary_max,soc_name,occupation_family,experience_years_raw,education_level_raw,skills_count,skills_text
779091,2026-07-28T15:03:18.007000+00:00,"Business Operations Lead, Compensation & Equity",Ramp,New York City,NY,onsite,200000.0,250000.0,Management Analysts,Business and Financial Operations,4.0,,4,Analytics; Automation; Business Decisions; Business Operations
779351,2026-07-28T14:36:52.522000+00:00,Wealth Planning Analyst,Mariner,Florham Park,NJ,onsite,68000.0,80000.0,Software Developers,Computer and Mathematical,,Bachelor,1,Asset Allocation
619221,2026-07-06T23:04:37.092000+00:00,Accounts Payable Analyst,Sierra,San Francisco,CA,onsite,180000.0,210000.0,Marketing Managers,Management Occupations,18.0,,4,Accountability; Accounting; Accounts Payable; Basic Accounting Principles
619139,2026-07-06T20:04:00.532000+00:00,Accounting Manager,Radar,New York,NY,unknown,130000.0,170000.0,Management Analysts,Business and Financial Operations Occupations,5.0,Bachelor,5,Accounting; Accrued Liabilities; Automation; Balance Sheet; Billing
619740,2026-07-06T17:32:44.379000+00:00,Senior Accountant,Tomo,New York City,NY,hybrid,90000.0,110000.0,Management Analysts,Business and Financial Operations Occupations,3.0,Master,10,Accounting; Accounting Software; Accounts Payable; Accruals; Accrued Liabilities; Acting; Automation; Balance Sheet; Bank Reconciliations; Business Decisions
618316,2026-07-06T13:12:07.491000+00:00,"Senior Director, People Technology & Analytics",Amplify,,,remote,215000.0,235000.0,Data Scientists,Computer and Mathematical Occupations,8.0,Bachelor,3,Analytics; Automation; Business Systems
537508,2026-07-04T14:24:15.909000+00:00,Prospect Management Analyst,UMass Amherst Foundation,"Hadley, Ma",,hybrid,65000.0,72000.0,Fundraisers,Business and Financial Operations Occupations,2.0,Bachelor,2,Analytical Skills; Analytics
619324,2026-07-03T15:18:18.267000+00:00,Finance Systems Administrator - 9 month FTC,Trainline,Edinburgh,,hybrid,28000.0,30000.0,Management Analysts,Business and Financial Operations Occupations,,,5,Accounting; Accounts Payable; Analytics; Automation; Business Systems
548678,2026-07-02T21:35:16.049000+00:00,"Finance Business Partner, UK",Auror,London,,unknown,70000.0,80000.0,Management Analysts,Business and Financial Operations Occupations,12.0,,5,Accountability; Accounting; Accounting Software; Automation; Business Partnering
548542,2026-07-02T20:42:34.309000+00:00,"Analyst, Treasury Operation",Airwallex,San Francisco,CA,unknown,80000.0,110000.0,Data Scientists,Computer and Mathematical Occupations,2.0,Bachelor,7,Accounting; Actuarial Science; Analytical Skills; Analytics; Automation; Banking; Cash Flows
549009,2026-07-02T19:30:50.555000+00:00,Sr Accounting Manager (Controller Track),Endurance-Energy,Seattle,WA,unknown,150000.0,170000.0,Management Analysts,Business and Financial Operations Occupations,6.0,,5,Accounting; Accruals; Balance Sheet; Banking; Bookkeeping
548536,2026-07-02T18:27:37.196000+00:00,"Senior Data Scientist, People and Talent",Airwallex,San Francisco,CA,unknown,160000.0,250000.0,Data Scientists,Computer and Mathematical Occupations,5.0,PhD,5,Access Controls; Analytics; Automation; Banking; Causal Inference
550256,2026-07-02T14:06:33.228000+00:00,Junior operations analyst (FTC),Seccl,Edinburgh,,hybrid,28000.0,28000.0,Management Analysts,Business and Financial Operations Occupations,,,0,
549981,2026-07-02T13:13:13.056000+00:00,People Operations Lead,Quantexa,Boston,,remote,150000.0,165000.0,Management Analysts,Business and Financial Operations Occupations,,,6,Accountability; Analytics; Benchmarking; Benefits Administration; Business Partnering; Business Requirements
548550,2026-07-02T10:41:26.450000+00:00,Customer Service Advisor,Allica-Bank,Milton Keynes,,hybrid,25000.0,27000.0,Management Analysts,Business and Financial Operations Occupations,,,2,Banking; Case Management
551612,2026-07-01T23:06:41.287000+00:00,Founding Recruiter,Quanta,San Francisco,CA,onsite,140000.0,200000.0,Management Analysts,Business and Financial Operations Occupations,5.0,,5,Accounting; Accounting Software; Accounting Systems; Analytics; Automation
550966,2026-07-01T22:14:02.395000+00:00,Strategic Financial Analyst (GTM/Sales Business Partner),Benchling,San Francisco,CA,hybrid,119000.0,150000.0,Models,Sales and Related Occupations,2.0,Bachelor,7,Accounting; AI Agents; Analytics; Anaplan; Budgeting; Business Decisions; Calculations
549527,2026-07-01T18:50:00.848000+00:00,"Associate Revenue Accountant - , Salt Lake City",Instructure,Salt Lake City,UT,hybrid,45000.0,65000.0,Management Analysts,Business and Financial Operations Occupations,1.0,Bachelor,2,Accounting; Analytical Skills
549090,2026-07-01T17:59:40.420000+00:00,"VP, Revenue Operations",Frontcareers,San Francisco,CA,hybrid,340000.0,410000.0,Management Analysts,Business and Financial Operations Occupations,10.0,,2,Analytics; Automation
549996,2026-07-01T16:27:22.321000+00:00,"Manager, Account Manager - Mid-Market",Ramp,New York City,NY,unknown,230000.0,310000.0,Management Analysts,Business and Financial Operations Occupations,3.0,Bachelor,3,Account Management; Analytics; Career Development
549526,2026-07-01T15:21:31.579000+00:00,Senior Finance Manager,Instructure,,,hybrid,150000.0,180000.0,Management Analysts,Business and Financial Operations Occupations,,Master,2,Accounting; Automation
551344,2026-07-01T09:22:34.444000+00:00,"SVP, Enterprise Data Strategy & Governance",Mariner,,,remote,265000.0,375000.0,Database Architects,Computer and Mathematical Occupations,12.0,Bachelor,8,Access Controls; Accountability; Analytics; Asset Management; Automation; Banking; Business Intelligence; Business Objectives
549909,2026-07-01T08:38:44.179000+00:00,Staff Business Analyst - Credit,Plaid,San Francisco,CA,unknown,207600.0,306600.0,Management Analysts,Business and Financial Operations Occupations,6.0,,1,Business Analysis
550269,2026-07-01T00:06:37.703000+00:00,Data Analyst - Fraud Intelligence,Sardine,,,remote,115000.0,145000.0,Data Scientists,Computer and Mathematical Occupations,3.0,,1,A/B Testing
549949,2026-06-30T21:46:44.365000+00:00,Contracts and Legal Department Administrator,Prompt,,,hybrid,75000.0,100000.0,Management Analysts,Business and Financial Operations Occupations,,,3,Administrative Support; Adobe Acrobat; Automation
548622,2026-06-30T20:34:58.265000+00:00,"Senior Accountant, GL Operations",Applied,Sunnyvale,CA,remote,125000.0,155000.0,Management Analysts,Business and Financial Operations Occupations,5.0,Bachelor,4,Accounting; Agriculture; Amortization; Balance Sheet
337376,2026-06-29T14:15:24.554000+00:00,IT Business Analyst Global Market,Talan,New York,,hybrid,110000.0,135000.0,Management Analysts,Business and Financial Operations Occupations,30.0,Bachelor,0,
227445,2026-06-28T00:15:12+00:00,Supervisor of Accounts Payable,Sierra Space,,,unknown,83230.0,114442.0,Management Analysts,Business and Financial Operations Occupations,,Bachelor,4,Accounting; Accounts Payable; Business Administration; Cash Flow Forecasting
227447,2026-06-28T00:15:11+00:00,Commercial Counsel (Platform and Technology),Snap Inc.,Santa,,unknown,173000.0,259000.0,Management Analysts,Business and Financial Operations Occupations,4.0,,0,
227530,2026-06-28T00:09:49+00:00,Senior Manager of Accounting,Headway,,,unknown,130560.0,204000.0,Management Analysts,Business and Financial Operations Occupations,10.0,Bachelor,3,Accounting; Accounting Operations; Accounting Research
227626,2026-06-28T00:04:18+00:00,Senior Financial Analyst (Ops Finance),Hims & Hers,,,unknown,120000.0,140000.0,Data Scientists,Computer and Mathematical Occupations,4.0,Bachelor,3,Accounting; Automation; Business Problems
227837,2026-06-27T04:45:30.663000+00:00,Client Report Services - Performance Analyst,Callan,Or San Francisco,CA,hybrid,65000.0,85000.0,Project Management Specialists,Business and Financial Operations Occupations,0.0,Bachelor,0,
229135,2026-06-27T00:16:32+00:00,Senior Financial Analyst,Whoop,,,unknown,115000.0,155000.0,Models,Sales and Related Occupations,3.0,Bachelor,3,Analytical Skills; Banking; Business Acumen
229146,2026-06-27T00:15:36+00:00,Financial Analyst (Marketing),Snowflake,Menlo Park,CA,unknown,96000.0,126000.0,Database Architects,Computer and Mathematical Occupations,1.0,Bachelor,3,Accountability; Accounting; Banking
229161,2026-06-27T00:15:05+00:00,Senior Deal Desk Manager,SentinelOne,,,unknown,144800.0,185000.0,Management Analysts,Business and Financial Operations Occupations,7.0,,0,
229183,2026-06-27T00:14:08+00:00,Accounting Manager,Redaptive,,,unknown,110000.0,120000.0,Management Analysts,Business and Financial Operations Occupations,7.0,Bachelor,7,Accounting; Accounting Operations; Accounts Payable; Artificial Intelligence; Automation; Balance Sheet; Billing
229202,2026-06-27T00:13:08+00:00,SEC Reporting and Technical Accounting Manager,Quantinuum,Field,,unknown,128000.0,160000.0,Management Analysts,Business and Financial Operations Occupations,6.0,Bachelor,2,Accounting; Accounting Research
229265,2026-06-27T00:07:52+00:00,"Vice President of Integrated Marketing Communications (Intelligence & Financial Operations, Americas)",Mastercard,New York,NY,unknown,213000.0,351000.0,Management Analysts,Business and Financial Operations Occupations,,Master,4,Analytics; Business Administration; Business Marketing; Business Reporting
229269,2026-06-27T00:07:39+00:00,Financial Analyst,Discord,San,,unknown,116000.0,130500.0,Actors,"Arts, Design, Entertainment, Sports, and Media Occupations",3.0,,2,AI Agents; Banking
231181,2026-06-26T21:56:54.551000+00:00,"Sr. Manager, Credit Risk Analytics",Prosper,,,hybrid,190000.0,230000.0,Data Scientists,Computer and Mathematical Occupations,8.0,Master,3,Advanced Analytics; Analytics; Business Acumen
233287,2026-06-26T15:00:53.722000+00:00,Revenue & Accounting Operations Controller,Versapay,,,remote,120000.0,150000.0,Management Analysts,Business and Financial Operations Occupations,8.0,,9,Accounting; Accounting Operations; Accounts Receivable; Analytics; Automation; Billing; Billing Systems; Business Systems; Cash Management
237137,2026-06-26T00:12:45+00:00,Chief of Staff,PermitFlow,New York,NY,hybrid,90000.0,130000.0,Management Analysts,Business and Financial Operations Occupations,3.0,,4,Accountability; Adaptability; Agility; Banking
237164,2026-06-26T00:11:40+00:00,Senior Financial Analyst (Corporate FP&A),Omnidian,,,unknown,101000.0,141000.0,Models,Sales and Related Occupations,8.0,,2,Accounting; Ad Hoc Analysis
237219,2026-06-26T00:09:56+00:00,Finance & Client Operations Partner,Lighthouse,,,unknown,81000.0,99500.0,Management Analysts,Business and Financial Operations Occupations,4.0,Master,2,Acting; Billing
237254,2026-06-26T00:08:10+00:00,Senior Director Finance (GTM),Ethos Life,New York,NY,unknown,191000.0,338000.0,Management Analysts,Business and Financial Operations Occupations,4.0,,2,Banking; Business Expansion
237397,2026-06-26T00:01:46+00:00,Finance Systems Analyst,Whatnot,San,,remote,131000.0,160000.0,Management Analysts,Business and Financial Operations Occupations,,,0,
245914,2026-06-25T21:22:31.954000+00:00,"Manager, Field Sales (New York)",Ideals,New York,NY,remote,135000.0,160000.0,Management Analysts,Business and Financial Operations Occupations,17.0,Bachelor,1,Business Development
248958,2026-06-25T13:27:13.794000+00:00,"Manager, Network Operations & Strategy",Paxos,,,remote,172000.0,196950.0,Management Analysts,Business and Financial Operations Occupations,5.0,,4,Account Management; Blockchain; Business Development; Business Operations
255915,2026-06-25T00:14:06+00:00,Senior Associate of Commercial Strategy,RapidSOS,New York,NY,unknown,120000.0,140000.0,Management Analysts,Business and Financial Operations Occupations,3.0,,1,Banking
255990,2026-06-25T00:09:18+00:00,Accountant,Gauntlet,New York,NY,unknown,100000.0,110000.0,Management Analysts,Business and Financial Operations Occupations,2.0,Bachelor,4,Accounting; Accounts Payable; Accruals; Balance Sheet
255989,2026-06-25T00:09:18+00:00,Accounting Lead,Gauntlet,New York,NY,unknown,120000.0,140000.0,Management Analysts,Business and Financial Operations Occupations,4.0,,5,Accounting; Accounting Operations; Accounting Systems; Accrual Accounting; Blockchain
256000,2026-06-25T00:08:31+00:00,Senior Manager of Financial Reporting & Technical Accounting,FalconX,New York,NY,unknown,191000.0,242000.0,Project Management Specialists,Business and Financial Operations Occupations,,,1,Accounting
256017,2026-06-25T00:07:16+00:00,Assistant Controller,Jitterbit,New York,NY,remote,135000.0,150000.0,Management Analysts,Business and Financial Operations Occupations,3.0,Master,1,Accounting
256025,2026-06-25T00:06:54+00:00,Senior Staff Accountant,Connexity,Los,,unknown,95000.0,110000.0,Management Analysts,Business and Financial Operations Occupations,4.0,,4,Accounting; Accounting Operations; Accounting Systems; Analytical Skills
256094,2026-06-25T00:04:31+00:00,Senior Financial Analyst,Limble Cmms,,,remote,110000.0,130000.0,Data Scientists,Computer and Mathematical Occupations,3.0,Master,4,Accounting; Analytics; Banking; Business Partnering
256100,2026-06-25T00:04:12+00:00,Corporate Controller,Axiom Law,,,unknown,200000.0,230000.0,Management Analysts,Business and Financial Operations Occupations,,,2,Accounting; Banking
256642,2026-06-25T00:00:00+00:00,Accounts Receivable Clerk,Auxhealth,On,,onsite,45000.0,50000.0,Management Analysts,Business and Financial Operations Occupations,,,4,Accounting; Accounting Software; Accounts Receivable; Billing
256583,2026-06-25T00:00:00+00:00,Accountant,Strategycorpinc,Toronto,,hybrid,70000.0,75001.0,Management Analysts,Business and Financial Operations Occupations,5.0,Bachelor,7,Acceptance Testing; Accounting; Accounts Payable; Artificial Intelligence; Automation; Balance Sheet; Business Administration
263103,2026-06-24T21:08:55.765000+00:00,Staff Analytics Engineer,Kin,,,remote,159000.0,187000.0,Data Scientists,Computer and Mathematical Occupations,8.0,,1,Analytics
227334,2026-06-24T20:46:45.528000+00:00,Asset Management Analyst,Municipality Of Strathroy-Caradoc,Strathroy,,unknown,75766.6,94712.8,Project Management Specialists,Business and Financial Operations Occupations,10.0,,4,Accounting; Asset Management; Business Administration; Capital Assets
227323,2026-06-24T20:18:03+00:00,"Analyst, Business Intelligence & Operations",CGC,"New York, Ny",,hybrid,96000.0,115000.0,Management Analysts,Business and Financial Operations Occupations,2.0,Bachelor,7,Accountability; Analytics; Business Analysis; Business Intelligence; Business Operations; Business Reporting; Business Requirements
263368,2026-06-24T20:17:56.838000+00:00,Sr. Financial Analyst,Lyrahealth,,,unknown,95000.0,131000.0,Models,Sales and Related Occupations,3.0,Bachelor,5,Acting; Analytics; Banking; Business Operations; Business Planning
263535,2026-06-24T19:39:32.841000+00:00,"Manager, Customer Success",Propelus,,,remote,110000.0,130000.0,Management Analysts,Business and Financial Operations Occupations,20.0,Bachelor,7,Account Growth; Account Management; Advocacy; Analytical Skills; Business Administration; Business Objectives; Capacity Planning
264055,2026-06-24T18:03:21.069000+00:00,Senior Accountant,Curri,,,remote,100000.0,115000.0,Management Analysts,Business and Financial Operations Occupations,3.0,Bachelor,5,Accounting; Accounting Operations; Accounting Systems; Accruals; Billing
227304,2026-06-24T16:36:00+00:00,Assoc Financial Systems Analyst - BSC,Exelon,Chicago,IL,hybrid,0.0,0.0,Actors,"Arts, Design, Entertainment, Sports, and Media Occupations",0.0,Bachelor,8,Accounting; Analytical Skills; Business Administration; Business Analysis; Business Process; Business Process Improvement; Business Requirements; Cash Reconciliation
227297,2026-06-24T16:19:00+00:00,Senior Financial Management Analyst,"Goldbelt, Inc.",District Of Columbia,DC,hybrid,0.0,0.0,Project Management Specialists,Business and Financial Operations Occupations,15.0,Bachelor,3,Accounting; Budgeting; Business Administration
265046,2026-06-24T14:28:07.504000+00:00,Client Success Partner - Spanish & English Bi-lingual,Spoton,San Francisco,CA,unknown,55100.0,81700.0,Software Developers,Computer and Mathematical Occupations,1.0,Bachelor,2,Automation; Business Administration
272168,2026-06-24T00:14:35+00:00,Senior Data Scientist,Snowflake,Menlo Park,CA,hybrid,156000.0,224200.0,Data Scientists,Computer and Mathematical Occupations,5.0,,3,Analytics; Anomaly Detection; BigQuery
272169,2026-06-24T00:14:34+00:00,Auditor (Business),Snowflake,Menlo Park,CA,unknown,95000.0,124900.0,Database Architects,Computer and Mathematical Occupations,3.0,Bachelor,3,Accounting; Auditing; Automation
272189,2026-06-24T00:13:24+00:00,Revenue Strategy & Forecasting Analyst,Samba TV,New York,NY,unknown,150000.0,170000.0,Models,Sales and Related Occupations,3.0,Master,1,Banking
272206,2026-06-24T00:12:30+00:00,Brokerage Operations Specialist,Wealthfront,Palo,,unknown,81000.0,90000.0,Management Analysts,Business and Financial Operations Occupations,2.0,Bachelor,3,Automation; Brokerage; Cashiering
272223,2026-06-24T00:11:19+00:00,Director of Financial Operations & Regulatory Reporting,Tipalti,Foster City,CA,unknown,170000.0,233000.0,Management Analysts,Business and Financial Operations Occupations,10.0,Bachelor,5,Accounting; Adaptability; Alteryx; Analytics; Business Problems
272227,2026-06-24T00:11:01+00:00,Senior Vice President of Customer Solutions,Okta,Washington,DC,remote,548000.0,844000.0,Management Analysts,Business and Financial Operations Occupations,20.0,Master,1,Accountability
272239,2026-06-24T00:10:21+00:00,Senior Financial Analyst (R&D),Mural,,,remote,107944.0,134930.0,Project Management Specialists,Business and Financial Operations Occupations,4.0,Bachelor,0,
272338,2026-06-24T00:04:27+00:00,Payment Operations Manager,Lively,New York,NY,unknown,105000.0,135000.0,Management Analysts,Business and Financial Operations Occupations,5.0,,1,Analytical Skills
272357,2026-06-24T00:03:33+00:00,Financial Controller,Ambience Healthcare,San,,unknown,175000.0,250000.0,Management Analysts,Business and Financial Operations Occupations,8.0,,2,Accounting; Accounting Systems
272906,2026-06-24T00:00:00+00:00,Finance Administrative Assistant,Dixonhall,Toronto,,unknown,50000.0,55000.0,Management Analysts,Business and Financial Operations Occupations,,,5,Accountability; Accounting; Artificial Intelligence; Business Administration; Calculations
227299,2026-06-24T00:00:00+00:00,"Director, Data and Analytics Engineer",Morgan Stanley,Jersey City Nj Plaza 2,,unknown,140000.0,165000.0,Data Scientists,Computer and Mathematical Occupations,90.0,Master,6,Analytical Techniques; Analytics; Automation; Banking; Banking Products; Business Analytics
227311,2026-06-24T00:00:00+00:00,Technology Project Management Office Analyst (Student Position),The Canada Life Assurance Company,Toronto,,hybrid,48000.0,71900.0,Project Management Specialists,Business and Financial Operations Occupations,,Master,5,Accounting; Analytical Skills; Budgeting; Business Success; Career Development
227265,2026-06-23T22:18:33+00:00,"Senior Software Engineer, Data Enablement Platform",Brex,"Seattle, Washington, United States",,unknown,192000.0,240000.0,Software Developers,Computer and Mathematical Occupations,5.0,,5,Accounting; Airflow; Analytics; Automation; Banking
227266,2026-06-23T21:59:07.523000+00:00,"Executive Director, AI Data Scientist (Fixed Income & Investment Banking)",TWG Global AI,New York,NY,onsite,299000.0,390000.0,Data Scientists,Computer and Mathematical Occupations,,PhD,8,Advanced Analytics; Advising; Analytics; Application Frameworks; Banking; Business Transformation; Capital Markets; Causal Inference
227235,2026-06-23T00:00:00+00:00,Bus Systems Analyst Sr,PNC,Strongsville Technology Center (Oh537),,unknown,63750.0,106250.0,Project Management Specialists,Business and Financial Operations Occupations,2.0,Bachelor,11,Analytics; Application Development; Business Decisions; Business Objectives; Business Process; Business Process Improvement; Business Process Modeling; Business Requirements; Business Results; Business Systems; Career Development
227279,2026-06-23T00:00:00+00:00,Data Scientist II,TD,"Td Terrace 160 Front Street West Corporate, Toronto, Ontario",,unknown,81600.0,115200.0,Data Scientists,Computer and Mathematical Occupations,3.0,,8,Advanced Analytics; Analytics; Artificial Intelligence; Automation; Azure Databricks; Banking; Career Development; Causal Inference
292077,2026-06-22T23:40:04.225000+00:00,Account Manager,Frontcareers,San Francisco,CA,hybrid,135000.0,150000.0,Management Analysts,Business and Financial Operations Occupations,2.0,,1,Account Management
227074,2026-06-22T20:56:42+00:00,Data Analytics Engineer- Finance,Veeam Software,"Remote, United States",,remote,92300.0,212000.0,Data Scientists,Computer and Mathematical Occupations,,Master,2,Analytical Thinking; Analytics
227046,2026-06-22T20:08:06+00:00,Senior Business Intelligence Analyst,DeepIntent,"New York, New York",,hybrid,110000.0,120000.0,Models,Sales and Related Occupations,3.0,,8,A/B Testing; Algorithms; Analytics; Bidding; Billing; Business Intelligence; California Consumer Privacy Act (CCPA); Career Development
293251,2026-06-22T18:07:46.484000+00:00,"Manager, Gold Glove",Wealthsimple,,,hybrid,116000.0,145000.0,Management Analysts,Business and Financial Operations Occupations,2.0,,3,Accountability; Artificial Intelligence; Brokerage
293449,2026-06-22T17:28:34.309000+00:00,Tax Manager,Mainspringenergy,Menlo Park,CA,unknown,116000.0,175000.0,Management Analysts,Business and Financial Operations Occupations,5.0,,2,Accounting; Automation
293659,2026-06-22T16:48:51.849000+00:00,Digital & Distribution Sales Manager,Bellotalabs,Los Angeles,CA,hybrid,75000.0,120000.0,Management Analysts,Business and Financial Operations Occupations,5.0,Master,9,Account Management; Account Planning; Accounts Payable; Adobe Creative Cloud; Analytics; Billing; Brand Identity; Business Intelligence; Campaign Management
227058,2026-06-22T16:18:51+00:00,Senior Business Analytics Analyst,GoDaddy,"British Columbia, Canada",,hybrid,111000.0,167000.0,Data Scientists,Computer and Mathematical Occupations,7.0,Master,5,Advanced Analytics; Analytics; Automation; Business Analytics; Business Decisions
296757,2026-06-22T00:15:50+00:00,Revenue Operations Manager,Rimes Technologies,New York,NY,unknown,140000.0,160000.0,Management Analysts,Business and Financial Operations Occupations,,Master,1,Build Management
296779,2026-06-22T00:11:11+00:00,Senior Financial Analyst,LogicMonitor,,,unknown,86205.0,118545.0,Management Analysts,Business and Financial Operations Occupations,4.0,Bachelor,3,Accounting; Banking; Budgeting
297436,2026-06-22T00:00:00+00:00,"Manager, Reporting & Budgets",Dixonhall,Toronto,,unknown,80000.0,84000.0,Management Analysts,Business and Financial Operations Occupations,6.0,Bachelor,4,Accounting; Accounting Software; Artificial Intelligence; Cash Flows
227061,2026-06-22T00:00:00+00:00,"Analyst, Broker Management",BMO,Bmoplace,,unknown,36000.0,54500.0,Management Analysts,Business and Financial Operations Occupations,,,3,Adaptability; Administrative Support; Banking
304667,2026-06-21T00:17:07+00:00,Corporate Development Analyst,Snowflake,Menlo Park,CA,unknown,108000.0,155200.0,Models,Sales and Related Occupations,3.0,Bachelor,1,Banking
304782,2026-06-21T00:12:49+00:00,Staff Product Analyst,Okta,San,,remote,148000.0,203500.0,Management Analysts,Business and Financial Operations Occupations,8.0,Bachelor,5,Accounting; Analytics; Billing; Business Administration; Business Requirements
304859,2026-06-21T00:08:05+00:00,Senior Manager of Finance Operations (Value-Based),Devoted Health,Waltham,MA,unknown,110500.0,155000.0,Management Analysts,Business and Financial Operations Occupations,5.0,,2,Accounting; Analytics
304929,2026-06-21T00:04:44+00:00,Manager of Analytics & Strategy,Hopscotch Health,,,unknown,120000.0,140000.0,Data Scientists,Computer and Mathematical Occupations,3.0,,4,Analytical Skills; Analytics; Banking; Causal Inference
305004,2026-06-21T00:00:24+00:00,Senior Manager of Internal Audit,Archer,San,,unknown,165000.0,205000.0,Management Analysts,Business and Financial Operations Occupations,9.0,Bachelor,2,Accounting; Business Administration
307181,2026-06-20T00:17:31+00:00,Senior Accountant,Virta Health,,,remote,83738.0,110000.0,Management Analysts,Business and Financial Operations Occupations,3.0,Bachelor,3,Accounting; Analytical Skills; Automation
307184,2026-06-20T00:17:17+00:00,Business Operations Associate,Viam,New York,NY,unknown,110000.0,150000.0,Management Analysts,Business and Financial Operations Occupations,4.0,,3,Accounting; Budgeting; Business Operations
307198,2026-06-20T00:15:36+00:00,Senior Financial Analyst (Devices Hardware & Supply Chain Operations),Roku,San,,unknown,135000.0,147700.0,Models,Sales and Related Occupations,4.0,Master,7,Accounting; Agility; Analytical Skills; Anaplan; Business Intelligence; Business Intelligence Tools; Business Partnering
307265,2026-06-20T00:09:21+00:00,Accounting Manager,Fi,New York,NY,unknown,125000.0,150000.0,Data Scientists,Computer and Mathematical Occupations,6.0,,2,Accounting; Accounting Systems
307299,2026-06-20T00:06:46+00:00,Senior Product Manager (Data Strategy),CB Insights,New York,NY,unknown,125000.0,160000.0,Marketing Managers,Management Occupations,3.0,Master,2,Banking; Business Intelligence
